category,text
ham,"я вернусь домой"
ham,"Ваааат?? Лололо, ок, в следующий раз!"
ham,"Стол занят, я жду у ёлки"
ham,"я точно не забыла зайти:)я всегда буду с тобой на связи:-)"
ham,"Привет, пожалуйста, верните нам наши документы, которые мы предоставили для кредита в STAPATI."
ham,"у меня нет,я куплю одну,дорогая"
ham,"Боже, я рад видеть твое сообщение спустя 3 дня."
ham,"Какой год. И сколько миль."
ham,"Привет, милашка. Как дела? Здесь, в УЭЛЬСЕ, с этим все в порядке. Там такие холмы и все такое, но я все еще не убил себя."
ham,"Грустная история мужчины. На прошлой неделе у меня был день рождения. Моя жена не пожелала мне. Мои родители забыли, а мои дети тоже. Я пошел на работу. Даже мои коллеги не пожелали. Мой помощник сказал: С днем ​​рождения, босс!. Я почувствовал себя особенным. Она пригласила меня на обед. зайти в спальню на минутку '' ''Хорошо'', я сказал в сексуальном настроении. Она вышла через 5 минут с тортом... с моей женой, моими родителями, моими детьми, моими друзьями и моими коллегами. .Все кричат.. СЮРПРИЗ!! а я ждала на диване.. ... ..... ГОЛАЯ...!"
ham,"я думаю, тебе следует пойти по пути честности. Позвоните в банк завтра. Именно трудные решения делают нас великими людьми."
spam,"БЕСПЛАТНО в течение 1-й недели! No1 Nokia Tone 4 вашей толпе каждую неделю просто отправляйте SMS от NOKIA на номер 87077. Получите сообщение и расскажите своим друзьям. zed POBox 36504 W45WQ норма150п/тон 16+"
ham,"Нет. Это не специализация. Может работать, но это рабский труд. Поищу его в этом месяце ша потому что нет шакара 4 нищий."
ham,"Она отвечает? Бой сменил номер телефона?"
ham,"1) Перейдите, чтобы написать сообщение 2) Включите режим словаря 3) Закройте экран рукой, 4) Нажмите &lt;#&gt; . 5) Аккуратно уберите руку.. Это интересно..:)"
ham,"привет, дорогая, я еду в Лондон, и нас только что врезался другой водитель! и получить большую вмятину! я очень скучаю по тебе, чем ты занимался? ххх"
ham,"Ничего особенного, просто чтобы убедиться, что все в курсе"
ham,"я не приду домой к 4 ужину."
ham,"Спасибо. И кстати, я только что проиграл."
ham,"Да.у него хороший крикетный ум."
ham,"спасибо. Все будет хорошо через несколько месяцев"
spam,"Покупайте до капли, это ВЫ: 10 000, 5 000, 500 фунтов стерлингов наличными или туристический ваучер на 100 фунтов стерлингов, позвоните прямо сейчас, 09064011000. Почтовый ящик NTT CR01327BT. Стоимость фиксированной связи для мобильных телефонов варьируется в пределах 150 страниц в минуту."
ham,"МОЖНО Я ПОЖАЛУЙСТА, ПРИЙДИТЕ СЕЙЧАС, ИМИН ТАУН. НЕ ВАЖНО, ЕСЛИ URGOIN OUTL8R, ПРОСТО ДЕЙСТВИТЕЛЬНО НУЖЕН 2DOCD. ПОЖАЛУЙСТА, НЕ ПОЖАЛУЙСТА, НЕ ДОНТИГНОРИРУЙТЕ MYCALLS, У НЕТ THECD ISV. ВАЖНЫЙ ТОМ 4 2MORO"
ham,"не буду. Так что с ребятами?"
ham,"Явнт еще пробовал и в оригинал тоже не играл"
ham,"Привет, у тебя был хороший день? Ты общался после выходных?"
ham,"Видите? Я все это продумал"
ham,"я на работе. Пожалуйста позвони"
ham,"готовься стонать и кричать :)"
ham,"Ох :) почему ты получил работу, тогда как дела?"
ham,"Я так не думаю. Вам не обязательно идти так поздно в школьный вечер. ОСОБЕННО, когда у вас есть единственный урок, который вы пропустили в прошлую среду и, вероятно, провалили тест в пятницу"
ham,"И выскакивает &lt;#&gt; ибупрофен не помог."
ham,"Детка! Как проходит тот день? Что ты делаешь? Где ты? Я пью свой капучино и думаю о тебе, любовь моя... Я посылаю тебе поцелуй из-за моря"
ham,"ок."
ham,"PS Ты уже взрослый, да?"
ham,"В Чайнатауне есть каша, рис в глиняных горшочках, пирог с бататом, рыбья голова… Либо мы едим дешево в кафе, либо идем в Нью-Йорк, либо что-то в этом роде…"
ham,"я знаю нескольких человек, с которыми могу связатьсячерт возьми, да"
ham,"Чистота дружбы между двумя людьми заключается не в улыбке после прочтения пересланного сообщения.. Речь идет о улыбке, просто увидев имя. Гуд вечер"
ham,"так мне следует сделать что-то конкретное в отношении Джаклина или что-то в этом роде, потому что я не знаю, какого черта"
ham,"О боже. Я сейчас погуглю близлежащие скалы."
spam,"БЕСПЛАТНЫЕ телефоны с камерой с линейной арендой от 4,49 в месяц с 750 минутами перекрестного просмотра. Также доступны пакетные предложения TXT за 1/2 цены. Позвоните по номеру 08001950382 или позвоните по телефону 2optout/J MF."
ham,"Да, у меня останется 10 страниц, если я добавлю цифры... Ü сколько страниц у всех получилось?"
ham,"Ох, 4, я начну танцевать живот в Мозли-Веддс в 6.30, если хочешь, присоединяйся ко мне, у них тоже есть кафе."
ham,"спасибо большое за звонок. Я ценю вашу заботу."
ham,"Поздравляю! Ожидается лечение. Меня нет на почте в течение 2 дней. Отправлю письмо один раз. Уважайте мать дома. Проверьте почту."
ham,"я звонил, но никто не взял трубку. Я уже спросил их обоих, они сказали ок."
ham,"Привет, мой адрес электронной почты изменился, теперь он"
ham,"В-ценный. Д-ласковый. Л-милый. Вечный. Н-доблый. Т-правдивый. Я-интимный. Н-естественный. Е-именный. Поздравляю с ДНЕМ ВАЛЕНТИНА заранее"
ham,"Не много, просто текстовые сообщения. А ты?"
ham,"принеси, если есть."
ham,"я снимаюсь в кино. Позвони мне 4 ват?"
ham,"Не уверен, что у меня хватит на это духу..."
ham,"Ха-ха... можно... Но я ужинаю с двоюродным братом..."
ham,"Мальчик опоздал домой. Его отец: СИЛА ДРУЖБЫ"
ham,"(И мой парень Карлос обязательно придет ко мне сегодня вечером, без оправданий)"
ham,"скоро у тебя будет настоящая принцесса! Я сделаю тебя мокрым? :)"
ham,"Раджи...пожалуйста, сделай мне одолжение. Пожалуйста, передайте Нимье мои пожелания ко дню рождения. Пожалуйста. Сегодня ее день рождения."
ham,"Ха-ха, мои ноги и шея убивают меня, а мои амиго надеются закончить ночь ожогом, думаешь, я смогу заскочить сюда примерно через час?"
spam,"СРОЧНО! Ваш мобильный номер 07xxxxxxxxx выиграл бонусный приз в размере 2000 фунтов стерлингов 06.02.03! Это вторая попытка связаться с ВАМИ! Звоните на номер 09066362231 как можно скорее! BOX97N7QP, 150PPM"
ham,"Обычно организм заботится об этом, следя за тем, чтобы оно не прогрессировало. Можем ли мы, пожалуйста, продолжить этот разговор в субботу?"
spam,"СРОЧНО! Ваш 4-звездочный отпуск на Коста-дель-Соль или 5000 фунтов стерлингов ждут получения. Позвоните по номеру 09050090044. Теперь, чтобы подать заявку. SAE, TC s, POBox334, Stockport, SK38xh, стоимость £ 1,50 в час, максимум 10 минут."
ham,"Хм, ну ночь, ночь"
ham,"Просто хотел сказать, черт возьми, вы, ребята, не шутили насчет этого бутона."
ham,"Сейчас я немного пофантазирую с коллажами, ну попробую в двух вариантах! Через минуту получил жаркое, прекрасно, мне это понравится!"
ham,"Это один из дней, когда у тебя миллиард занятий, верно?"
ham,"Доброе утро, сегодня я опоздал на 2 часа. Из-за боли в спине."
ham,"Хорошо, тогда я дам ему нет позже, и попрошу его перезвонить тебе..."
ham,"Прабха..мне жаль..правда..от всего сердца мне жаль"
ham,"ОК, я сейчас иду... Хочешь, чтобы я купил что-нибудь к тебе домой?"
ham,"* У вас есть еще две коробки, и я очень доволен полками."
ham,"Приятно с тобой пообщаться! пожалуйста, не забудьте мою фотографию :) я хочу всех вас увидеть..."
spam,"Вы ВЫИГРАЛИ гарантированную 1000 фунтов стерлингов наличными или приз в размере 2000 фунтов стерлингов. Чтобы получить годовой приз, позвоните нашему представителю службы поддержки клиентов по телефону 08714712379 с 10:00 до 19:00. Стоимость 10 пенсов."
ham,"Но на самом деле очень смешно, лор ват... Тогда тебе придется бежать на меньшую дистанцию, ват..."
ham,"я заметил, что тебе нравится смотреться в дерьмовое зеркало, и ты превращаешься в настоящего урода."
ham,"Отлично. Я начал волноваться за тебя. Просто знайте, что такому замечательному и заботливому человеку, как вы, в жизни будет только самое лучшее. Знай, что ты прекрасен и что Божья любовь принадлежит тебе."
spam,"Спасибо за заказ рингтонов, номер K718. С вашего мобильного телефона будет снята плата в размере 4,50 фунтов стерлингов. Если ваш сигнал не придет, позвоните в службу поддержки клиентов по телефону 09065069120."
ham,"Я предпочитаю свободные дни... Вт, среда, пятница тоже может... Ü спроси у тех, кто работает..."
ham,"Alrite jod, как проходит доработка? Керис бин что-то делает. Ты хочешь кончить после колледжа?xx"
ham,"Если ты мне веришь. Приходи ко мне домой."
ham,"Ох, к.к.. где ты сдавал тест?"
ham,"это были мои точные намерения"
ham,"хаха, но денег нет, лех... Позже надо идти на обучение... Хаха и ищем свободные места для уроков вождения"
ham,"Эй… Думаю, мы пойдем в соответствии с тем, что мы обсуждали вчера, за исключением того, что в воскресенье нет КБ… Потому что нам не так уж много уроков, если мы будем посещать КБ в субботу…"
ham,"К, когда ты свободен, приходи ко мне домой, а также позвони Викки, я тоже отправил ему письмо.. Лучше приходи вечером, я буду свободен сегодня после 18:00..:-)"
ham,"Ничего, просто получаю сообщения от этого имени с разными номерами.."
ham,"доброе утро, пожалуйста, позвоните мне, сэр."
ham,"какой у тебя номер комнаты? Хочу убедиться, что я стучу в правильную дверь"
ham,"Si.como no?! послушал2пледный альбом-очень боже и новый эфир1 который веселый-а ещё купилbraindanceкомп.материалов на aphexs ;abel, ты его2слышал!c u sn xxxx"
ham,"пожалуйста, скажи Нельсону, что BB больше не придут. Деньги, которых я ждал, не пришли"
ham,"Дайте ей что-нибудь попить, если она выпьет и ее не вырвет, у вас может упасть температура. Однако, если она откажется, дайте мне знать."
ham,"кажется, ты отправил сообщение на домашний телефон. ТаНе могу отображать тексты. Если вы все еще хотите отправить это, его номер"
ham,"Каждый день я ложусь спать после &lt;#&gt; так только."
ham,"K Я позвоню тебе, когда буду рядом."
ham,"ты уже купил газеты?"
ham,"Нет, с моей сестренкой, лор... После купания собаки я смогу купаться... Похоже, скоро пойдет дождь."
ham,"Бу, я еду к маме. Она готовит суп из тортильи. Няммммм"
ham,"нет головоломок по управлению."
ham,"Как ты узнал об этом, не указав всех этих подробностей?"
spam,"Привет, детка, ты что, насчет меня? мошенники становятся умнее. Хотя это обычный номер Vodafone, если вы ответите, вы получите дополнительные сообщения / подписку с премиальным тарифом. Остерегайтесь также!"
spam,"Back 2work 2morro половина семестра закончилась! Можете ли вы мне 2nite 4 немного сексуальной страсти B4, у меня есть 2, вернуться? Чат СЕЙЧАС 09099726481 Luv DENA звонит £1/минMobsmoreLKPOBOX177HP51FL"
ham,"хочешь, чтобы тебя избаловали? :)"
spam,"Спасибо за заказ рингтонов, номер R836. С вашего мобильного телефона будет взиматься плата в размере 4,50 фунтов стерлингов. Если ваш сигнал не придет, позвоните в службу поддержки клиентов по телефону 09065069154."
ham,"я получаю угрозы от вашего менеджера по продажам Шифада, поскольку я подал на него жалобу. Это официальное сообщение."
ham,"надеюсь, у врачей все прошло хорошо ;) напоминает мне, что мне все еще нужен 2go. Ты сделал маленькую вещицу, которую я оставил в гостиной?"
ham,"а какое у нас будет расписание на солнце?"
ham,"лол, тебе очень нравятся ролевые игры?"
ham,"ок. Я тоже смотрю телевизор."
ham,"Мне просто нравится эта фраза: Сделай мне больно правдой, я не против,я буду терпеть.bcs ты мой кто-то..... Но никогда не утешай меня ложью гуд ни8 и мило мечты"
ham,"Только что выписался, сейчас собираюсь оставить свои вещи"
ham,"здесь много парикмахерских из Китая."
ham,"Грустная история мужчины. На прошлой неделе у меня был день рождения. Моя жена не хотела меня. Мои родители забыли, и мои дети тоже. Я пошел работать. Даже мои Коллеги не хотели."
ham,"я позвоню тебе вечером, если есть идеи."
spam,"SplashMobile: выбирайте из тысяч мелодий gr8 каждую неделю! Это услуга по подписке с еженедельными сигналами стоимостью 300 пенсов. У тебя есть одна заслуга - расслабься и НАСЛАЖДАЙСЯ."
ham,"ты показал ему и что он сказал, или ты не мог дать ему 4 пыли?"
ham,"должно пройти около &lt;#&gt; мин"
spam,"Давно не было слышно от U4. Позвоните в 4 грубых чата по частной линии 01223585334, чтобы кончить. Ван 2C сфотографировал, как я трахаюсь, а затем отправил сообщение PIX на номер 8552. 2Конец, отправь STOP 8552 SAM xxx."
ham,"ок. . сейчас я в автобусе. . Если я приду скоро, иначе я приду завтра"
ham,"я сейчас не могу взять трубку. Пожалуйста, отправьте сообщение"
spam,"<Перенаправлено с номера 88877>БЕСПЛАТНЫЙ вход в нашу еженедельную акцию стоимостью 250 фунтов стерлингов, просто отправьте слово ENTER на номер 88877 СЕЙЧАС. 18 Условия www.textcomp.com"
ham,"Закончи ляо... Ты?"
spam,"88066 ИЗ 88066 ПОТЕРЯЛИ 3 ФУТА ПОМОЩЬ"
ham,"Хаха, я думаю, я тоже"
ham,"ты знаешь, что мы смотрим на Лидо?"
ham,"Жизнь, проведенная с кем-то всю жизнь, может быть бессмысленной, но несколько мгновений, проведенных с тем, кто действительно любит тебя, значат больше, чем сама жизнь.."
ham,"Ха-ха, круто, я был в 4u пару раз. Кто все придет?"
ham,"Холод. Не грусти, дорогая"
ham,"Думаешь, я смогу зайти примерно через час? Мой сосед по комнате хочет запастись на поездку"
ham,"это по телику? Нет, это Бриджет Джонс!"
ham,"Люблю тебя, ати..очень тебя люблю.."
ham,"Здравствуйте! Как ты? Мне скучно. Никогда не думал, что мне надоест телевизор, но это так. Скажите, там произошло что-нибудь интересное? Что-либо! ="
ham,"Хм... Плохие новости... Студия Hype Park Plaza за 700 долларов снята... Остались только 2 спальни - 900 долларов..."
ham,"Извините, я позвоню позже на встрече"
ham,"ты вернешься на ужин?"
ham,"Я уже почти дозвонился. Позвони, я не могу с тобой связаться."
ham,"кого ты ждал вчера"
ham,"я доберусь до дома в целости и сохранности..."
ham,"Очень хорошо, да, пожалуйста!"
ham,"Привет, на выходных все в порядке, но путешествие ужасное. Неделя не очень хорошая, так как надо сделать огромный журнал оценок"
ham,"мне пришло еще два письма от . Я скопирую их для вас, потому что у кого-то есть сообщение для вас. Скоро поговорим"
ham,"Алекс знает парня, который продает средние частоты, но он находится в южной Тампе, и я не думаю, что смогу его настроить раньше, чем в 8."
ham,"у вас нет предложения по сообщению?"
spam,"У твоего мобильного 11 месяцев? БЕСПЛАТНО обновите новейшие мобильные телефоны Orange с цветной камерой и неограниченное количество звонков по выходным. Позвоните в Mobile Upd8 по бесплатному номеру 08000839402 или 2StopTx."
ham,"Привет, детка, как дела? WOT U UP 2 2NITE LOVE ANNIE X."
ham,"напомни мне, как туда добраться, и я так и сделаю."
ham,":-( это не очень романтично!"
ham,"Здравствуйте. К черту эту рождественскую штуку. Думаю, я решил оставить этот mp3-файл, который не работает."
spam,"У вас 1 новое сообщение. Звоните по телефону 08718738034."
ham,"ПРИВЕТ, ДОРОГИН, Я СКРЫВАЮСЬ. НАДЕЮСЬ, ТЫ ХОРОШО ВРЕМЯШАЕШЬ ВРЕМЯ. КОГДА ТЫ ВЕРНУЛСЯ И В КОТОРОЕ ВРЕМЯ, ЕСЛИ МОЖЕШЬ ПОЗВОНИТЬ МНЕ ДОМОЙ. Джесс XX"
spam,"<Переадресовано с 21870000>Привет! Это SMS-оповещение для вашего почтового ящика. У вас есть 4 сообщения. У вас есть 21 совпадение. Пожалуйста, перезвоните по номеру 09056242159, чтобы получить ваши сообщения и совпадения."
ham,"нарисуй, а я так не думаю :)"
ham,"Не отвечайте на звонок, если нужно сообщить что-то важное. Хриши"
spam,"Поздравляем! Специальный абонемент в кино на 1 год для двоих ваш. Позвоните по номеру 09061209465 прямо сейчас! C Suprman V, Matrix3, StarWars3 и т. д. все 4 БЕСПЛАТНО! bx420-ip4-5ср. 150 вечера.не пропусти!"
ham,"мне ничего не приходит в голову. Ü помоги мне купить вешалку. Твой ноутбук не тяжелый?"
ham,"&lt;#&gt; , и это все? Думаю, это достаточно просто"
ham,"Мы можем родить тебе ребенка"
ham,"Стоит ли мне сказать другу, чтобы он не приходил, пока &lt;#&gt; иш?"
ham,"Стихотворение о дружбе: Дорогой, дорогой, ты не рядом, но я слышу, не бойся, живи с радостью, больше не слезы, ты всегда мой дорогой. Гуд ни8"
ham,"Еще в районе ресторана. Я постараюсь вернуться в ближайшее время"
ham,"Хорошо, это сработает, спасибо"
spam,"ВЫИГРАЙТЕ годовой запас компакт-дисков 4 в магазине по вашему выбору на сумму £500 и принимайте участие в еженедельном розыгрыше £100 TXT MUSIC на 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3"
spam,"Викторина в пабе Moby. Выиграйте приз в размере 100 фунтов стерлингов, если узнаете, кто станет новой герцогиней Корнуольской? Отправьте ее имя на номер 82277.unsub СТОП £1,50 008704050406 SP Arrow"
ham,"У меня есть 2 спальных мешка, 1 одеяло, бумага и данные телефона. Что-нибудь еще?"
spam,"Вы выиграли Nokia 7250i. Это то, что вы получите, выиграв наш БЕСПЛАТНЫЙ аукцион. Чтобы принять участие, отправьте сообщение Nokia на номер 86021 прямо сейчас. HG/Suite342/2Lands Row/W1JHL 16+"
spam,"Поздравляем! Благодаря хорошему другу вы ВЫИГРАЛИ рождественский приз в размере 2000 фунтов стерлингов. 2 подать заявку легко, просто позвоните по номеру 08718726971 СЕЙЧАС! Всего 10 пенсов за минуту. BT-национальный тариф."
spam,"tddnewsletter@emc1.co.uk (Еще игры от TheDailyDraw) Дорогая Хелен, Десятки бесплатных игр - с отличными призами. С.."
ham,"Так чем вы занимаетесь, ребята?"
ham,"А еще этот чат был потрясающим, но не делайте его регулярным, если не увидите ее лично."
ham,"это важно, но не волнуйтесь."
ham,"Это потому что твой старый. Я живу, чтобы быть высоким."
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham,"jeetey hai.........."
ham,"По дороге в офис.."
ham,"в каком месте ты хочешь да."
ham,"Эта боль не могла прийти в худшее время."
ham,"ок..."
ham,"Мне следует тебя преследовать?"
ham,"Прости, чувак. Не знаю, как я забыл. Даже после того, как Дэн напомнил мне. Извини. Надеюсь, вам, ребята, было весело."
ham,"ок лор."
ham,"Класс приложений варая элая."
ham,"Рождественская история — это мир.. Рождественское послание — это любовь.. Рождественское чудо — это Иисус.. Желаю вам благословенного месяца впереди и amp; желаю тебе счастливого Рождества..."
spam,"СРОЧНО! Ваш номер мобильного телефона *************** ВЫИГРАЛ приз в размере 2000 фунтов стерлингов за бонусный звонок 06.10.03! Это вторая попытка связаться с вами! Позвоните на номер 09066368753 как можно скорее! Коробка 97N7QP, 150 стр/мин"
ham,"в тот день ты спрашивал про номер ананда. Почему:-)"
ham,"занимаюсь интернет-магазином. Для предложений вы хотите купить какую-либо вещь."
ham,"Лонг-Бич Лор. Ожидаемо... Ты сейчас ужинаешь?"
ham,"Кстати, дома."
ham,"у нас обоих все хорошо. Спасибо"
ham,"Что с ней случилось, скажи правду."
ham,"Тебе нравится итальянская еда?"
ham,"что странно, потому что я знаю, что когда-то оно у меня было."
ham,"Ой, ты, должно быть, почти мертв! Ну, Джез придет, чтобы сделать кое-какую работу, и это займет целую вечность!"
ham,"Расскажите друзьям, что вы планируете делать в День святого Валентина @ &lt;URL&gt;"
ham,"Хорошо, увидимся через некоторое время"
ham,"Привет за сообщение Зогториусу. Я целую вечность смотрела в свой телефон, решая, писать ему сообщение или нет."
ham,"я решу финансовые проблемы. Помогу:)"
ham,"Расскажи дорогой, что с тобой случилось. Почему ты говоришь со мной как с чужаком?"
spam,"удвойте количество минут и текстовых сообщений на Orange или половину стоимости аренды линии — Motorola и SonyEricsson с B/Tooth БЕСПЛАТНО — БЕСПЛАТНО позвоните в Nokia MobileUpd8 по телефону 08000839402 или 2optout/HV9D"
ham,"1) Перейдите, чтобы написать сообщение 2) Включите режим словаря 3) Закройте экран рукой, 4) Нажмите &lt;#&gt; . 5) Аккуратно уберите руку.. Это интересно..:)"
ham,"окей..."
ham,"Привет, это Юэ, могу я встретиться с тобой в 11 утра?"
ham,"Возможно, я не живу в &lt;#&gt; век см вперед и думаю по-другому"
ham,"Но я не спал днем."
ham,"Это кажется излишне ласковым"
ham,"а то я еще всякие смешные вещи придумаю."
ham,"Ты будешь на месте того человека"
spam,"Скачивайте столько рингтонов, сколько хотите, без ограничений, 1000 2 на выбор. Вы даже можете отправить двухлетним друзьям. Отправьте сообщение сэру на номер 80082 £3"
ham,"это круто. Как прошел день?"
spam,"пожалуйста, немедленно позвоните по номеру 08712402902, так как вас ждет срочное сообщение."
ham,"R мы используем &lt;#&gt; автобус?"
ham,"Привет, любовь моя! Как прошел твой день? С тобой все в порядке? Я думаю о тебе, моя милая, и посылаю дрожь в твое сердце, чтобы напомнить тебе… Я ЛЮБЛЮ ТЕБЯ! Ты слышишь это? Я прокричала это через Море, чтобы весь мир услышал Ахмада аль-Халлака! *собственнический страстный поцелуй*."
ham,"нет.. сам сегодня присоединился."
ham,"ОК, у меня то же самое. Ну спасибо за разъяснения"
ham,"я поговорю с остальными и, возможно, тогда приду завтра пораньше"
spam,"Напугайте свою толпу Хэллоуинской коллекцией сообщений с логотипом и изображением, а также бесплатным жутковатым звуковым сигналом. Отправьте CARD SPOOK на номер 8007 zed 08701417012150p для каждого логотипа/изображения"
ham,"Если бы меня тяготила проблема с деньгами, но благодаря тебе я теперь могу дышать легче. Я позабочусь о том, чтобы ты не пожалел об этом. Спасибо."
ham,"привет. Мне жаль, что я пропустил твой звонок. Можете ли вы перезвонить, пожалуйста?"
ham,"Как дела? Надеюсь, вы уже подготовились к новому учебному году. Просто желаю тебе хорошего дня"
spam,"Фэнтези-футбол — этоснова на телевизоре. Зайдите в Sky Gamestar на Sky Active и сыграйте в Dream Team за 250 тысяч фунтов стерлингов. Подсчет очков начнется в субботу, так что зарегистрируйтесь прямо сейчас! SKY OPT OUT на номер 88088."
ham,"ОК, тогда не надо мне ничего говорить, я пойду спать, спокойной ночи."
ham,"Хорошо, попробуй пройти курс выходного дня в Коимбаторе."
spam,"Tone Club: Срок действия ваших подписок истек. 2 повторных ответа на подписку MONOC 4 моно или POLYC 4 полиса 1 еженедельно по 150 пенсов в неделю Txt STOP 2 стоп. Бесплатная трансляция этого сообщения 0871212025016."
ham,"Очень приятно! Off 2 sheffield tom 2 озвучивает мое мнение по категориям 2 b, использованным 2 для измерения этнической принадлежности в следующей переписи. Занят переписыванием. :-)"
ham,"Если ты дома, то спускайся в течение 5 минут."
ham,"Мальчик любил девушку. Он поддержал ее, но она не возражала. 2 ударил девушку, мальчик бежал как черт и спас ее. Она спросила: Почему ты бежишь так быстро? Мальчик D ответил: Усиление - это секрет моей энергии, и девушка мгновенно закричала: Наша энергия и Ты жил счастливо, 2gthr выпил буст каждый. Мораль истории d: - У меня есть бесплатные сообщения: D;): gud ni8 "
ham," В тот день, когда ты говоришь, что подстригся в идеале, это называется чувством волос? Ты не знаешь, сколько стоит стрижка?"
ham,"Хм, к сожалению, их слишком много... Фотки явно не нарасхват. Хотя это довольно весело"
ham,"Смотрю телевизор лор... Да она такая смешная, что мы ее блефуем 4 ват. Иззит, потому что она думает, что между нами это невозможно?"
spam,"Рождественские розыгрыши призов! Мы пытаемся связаться с U. Сегодняшний розыгрыш показывает, что вы ГАРАНТИРОВАННО выиграли приз в размере 2000 фунтов стерлингов. Позвоните по номеру 09058094565 со стационарного телефона. Действует только 12 часов"
ham,"Не знаю, он нева говорит..."
ham,"Спасибо 4 2 дня! Ты хороший друг, Я ДУМАЮ, ТВОЯ РИТА САРИ! ASUSUAL!1 ВЫ ПОДДЕРЖИЛИ МЕНЯ! ЛЮБЛЮ ТЕБЯ, ФРЭНИxxxxx"
ham,"я еду домой. Пошел поменять аккумулятор 4 на часах, а потом сходить в магазин."
spam,"ДА! Единственное место в городе, где можно встретить захватывающих одиноких взрослых, теперь находится в Великобритании. Отправьте сообщение в ЧАТ на номер 86688 прямо сейчас! 150р/сообщ."
ham,"Привет, мобильный номер. &lt;#&gt; добавил вас в свой список контактов на www.fullonsms.com. Это отличное место для бесплатной отправки SMS людям. Дополнительную информацию можно найти на сайте fullonsms.com."
ham,"Добрый вечер, сэр, надеюсь, у вас хороший день. Я хотел довести до вашего сведения, что за последние несколько месяцев я задержал оплату аренды и мне пришлось заплатить сбор в размере $ &lt;#&gt;. Я чувствовал, что с моей стороны было бы невнимательно ворчать по поводу чего-то, что вы платите себе за большие деньги, и поэтому я не высказался, однако я нахожусь в рецессии и не смогу оплатить расходы в этом месяце, поэтому мой запрос задолго до этого месяца. конец. Не могли бы вы помочь? Спасибо за все."
ham," Если я позволю тебе это сделать, я хочу, чтобы ты был дома к 8 утра."
ham,"Лучшая фраза, сказанная в Любви: Я буду ждать того дня, когда я смогу забыть тебя, или того дня, когда ты поймешь, что не можешь забыть меня. ... Гн"
ham,"я приеду до десяти утра."
ham,"Твоя киска идеальна!"
ham,"Извини, я позвоню позже"
spam,"Кто-то связался с нашей службой знакомств и вошел в ваш телефон, потому что вы ему нравитесь! Чтобы узнать кто это, позвоните со стационарного телефона 09058098002. PoBox1, W14RG 150p"
ham,"Нет сообщения..нет ответа..что случилось?"
ham,"И где этот кусок"
ham,"виски Бренди Ром Джин Пиво Водка Скотч Sham,"аин Вино КУДИЯрасу дхина ваажтуккал. .."
ham,"Бу. Как дела? Я вернулась домой и уже немного скучно :-("
ham,"Во-первых, она набрала больше, чем &lt;#&gt; кг с тех пор, как она приняла. Во-вторых, она сдала анализы на сахар в крови. Если у нее есть, все в порядке и ее кровяное давление в пределах нормы, то не беспокойтесь."
ham,"БЕРИ ТЕЛЕФОН СЕЙЧАС, ТУПОЙ?"
ham,"Спасибо, да Тангам, я очень-очень счастлива, дорогая. Я тоже скучаю по тебе, да."
ham,"Хорошо, чувак. Я дома, но не одет, потому что валяюсь больной! Поговорим позже о расписании и прочем."
ham,"я не убегаю от тебя... Я иду медленно и ; меня убивает то, что тебе все равно, чтобы остановить меня..."
ham,"Детка, я вернулся... Вернись ко мне..."
ham,"Ну ты же говорил другим, что выйдешь за них замуж..."
ham,"Нешант..скажи мне, кто ты?"
ham,"ЙО ЙО ЙО БЯТЧ ЧТО?"
ham,"Ох... Кей... Уже сели, да?"
ham,"Привет! Это Роджер из CL. Как вы?"
spam,"Детка: Ты хочешь меня, детка! Я противный и имею отношение к 4 грязным парням. Представьте себе грубое время с сексуальной сучкой. Как насчет того, чтобы поспешить! Txt XXX SLO (4 сообщения)"
ham,"Ой-ой... Впустую... Den muz chiong on sat n sun liao..."
ham,"Господи, сука, я пытаюсь дать тебе наркотики, ответь на свой чертов телефон."
ham,"пожалуйста, дайте 2, или я заберу его во вторник вечером около 8, если все в порядке."
ham,"я встречаюсь с Дарреном..."
ham,"Один из лучших диалогов в милых взаимоотношениях..!! Когда я умру, не приближайся к моему телу..!! Потому что мои руки могут не подойти 2 Вытри свои слезы в этот раз..!Гуд ни8"
ham,"Раскрытое дело: Мужчина был найден убитым <DECIMAL> . &lt;#&gt; После полудня. 1. Его жена позвонила в полицию. 2. Полиция всех допросила. 3. Жена: Сэр, я спала, когда произошло убийство. 4.Повар: Я готовил. 5.Садовник: Я собирал овощи. 6.Домработница: Я ходил на почту. 7.Дети: Мы пошли 2 играть. 8.Соседка: Мы пошли 2. брак. Полиция немедленно арестовала убийцу. Кто это?Будь разумным, если ты гениален."
ham,"Дорогой, где ты будешь, когда я приеду туда"
ham,"Оу, это первый раз, когда ты сказал, что скучаешь по мне, не спросив, скучал ли я по тебе первым. Ты любишь меня! :)"
ham,"ок... Спасибо... Боже, и мне 2 ночи..."
ham,"Приди ко мне прямо сейчас, Ахмад"
spam,"Я не знаю тебя, и ты не знаешь меня. Отправьте ЧАТ на номер 86688 прямо сейчас и давайте найдём друг друга! Только 150 пенсов/сообщение. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 лет и старше."
